company_id,industry,company_size,num_employees,annual_revenue_usd_millions,company_founding_year,company_age,company_age_group,country,region
COMP-02297,Consulting,SME,470,216.5,1996,30,16-30 years,France,Europe
COMP-02298,Retail,SME,818,375.18,2002,21,16-30 years,Colombia,South America
COMP-02298,Retail,SME,818,375.18,2002,22,16-30 years,Colombia,South America
COMP-02298,Retail,SME,818,375.18,2002,23,16-30 years,Colombia,South America
COMP-02298,Retail,SME,818,375.18,2002,24,16-30 years,Colombia,South America
COMP-02299,Education,Startup,96,37.55,1990,33,30+ years,Germany,Europe
COMP-02299,Education,Startup,96,37.55,1990,34,30+ years,Germany,Europe
COMP-02299,Education,Startup,96,37.55,1990,35,30+ years,Germany,Europe
COMP-02299,Education,Startup,96,37.55,1990,36,30+ years,Germany,Europe
COMP-02300,Technology,Enterprise,17760,4290.88,1994,29,16-30 years,Kenya,Africa
COMP-02300,Technology,Enterprise,17760,4290.88,1994,30,16-30 years,Kenya,Africa
COMP-02300,Technology,Enterprise,17760,4290.88,1994,31,30+ years,Kenya,Africa
COMP-02300,Technology,Enterprise,17760,4290.88,1994,32,30+ years,Kenya,Africa
COMP-02301,Consulting,SME,543,151.65,2010,13,6-15 years,South Korea,Asia
COMP-02301,Consulting,SME,543,151.65,2010,14,6-15 years,South Korea,Asia
COMP-02301,Consulting,SME,543,151.65,2010,15,6-15 years,South Korea,Asia
COMP-02301,Consulting,SME,543,151.65,2010,16,16-30 years,South Korea,Asia
COMP-02302,Manufacturing,SME,376,269.54,2013,10,6-15 years,Nigeria,Africa
COMP-02302,Manufacturing,SME,376,269.54,2013,11,6-15 years,Nigeria,Africa
COMP-02302,Manufacturing,SME,376,269.54,2013,12,6-15 years,Nigeria,Africa
COMP-02302,Manufacturing,SME,376,269.54,2013,13,6-15 years,Nigeria,Africa
COMP-02303,Healthcare,SME,459,280.95,2014,9,6-15 years,Chile,South America
COMP-02303,Healthcare,SME,459,280.95,2014,10,6-15 years,Chile,South America
COMP-02303,Healthcare,SME,459,280.95,2014,11,6-15 years,Chile,South America
COMP-02303,Healthcare,SME,459,280.95,2014,12,6-15 years,Chile,South America
COMP-02304,Manufacturing,SME,995,471.45,1993,30,16-30 years,Singapore,Asia
COMP-02304,Manufacturing,SME,995,471.45,1993,31,30+ years,Singapore,Asia
COMP-02304,Manufacturing,SME,995,471.45,1993,32,30+ years,Singapore,Asia
COMP-02304,Manufacturing,SME,995,471.45,1993,33,30+ years,Singapore,Asia
COMP-02305,Healthcare,Startup,43,29.24,2017,6,6-15 years,Nigeria,Africa
COMP-02305,Healthcare,Startup,43,29.24,2017,7,6-15 years,Nigeria,Africa
COMP-02305,Healthcare,Startup,43,29.24,2017,8,6-15 years,Nigeria,Africa
COMP-02305,Healthcare,Startup,43,29.24,2017,9,6-15 years,Nigeria,Africa
COMP-02306,Healthcare,SME,763,115.12,1990,33,30+ years,Spain,Europe
COMP-02306,Healthcare,SME,763,115.12,1990,34,30+ years,Spain,Europe
COMP-02306,Healthcare,SME,763,115.12,1990,35,30+ years,Spain,Europe
COMP-02306,Healthcare,SME,763,115.12,1990,36,30+ years,Spain,Europe
COMP-02307,Retail,Enterprise,6445,2615.17,2018,5,0-5 years,South Africa,Africa
COMP-02307,Retail,Enterprise,6445,2615.17,2018,6,6-15 years,South Africa,Africa
COMP-02307,Retail,Enterprise,6445,2615.17,2018,7,6-15 years,South Africa,Africa
COMP-02307,Retail,Enterprise,6445,2615.17,2018,8,6-15 years,South Africa,Africa
COMP-02308,Logistics,Startup,74,31.57,2013,10,6-15 years,Poland,Europe
COMP-02308,Logistics,Startup,74,31.57,2013,11,6-15 years,Poland,Europe
COMP-02308,Logistics,Startup,74,31.57,2013,12,6-15 years,Poland,Europe
COMP-02308,Logistics,Startup,74,31.57,2013,13,6-15 years,Poland,Europe
COMP-02309,Retail,Startup,71,20.7,1997,26,16-30 years,New Zealand,Oceania
COMP-02309,Retail,Startup,71,20.7,1997,27,16-30 years,New Zealand,Oceania
COMP-02309,Retail,Startup,71,20.7,1997,28,16-30 years,New Zealand,Oceania
COMP-02309,Retail,Startup,71,20.7,1997,29,16-30 years,New Zealand,Oceania
COMP-02310,Finance,SME,352,260.53,2021,2,0-5 years,Netherlands,Europe
COMP-02310,Finance,SME,352,260.53,2021,3,0-5 years,Netherlands,Europe
COMP-02310,Finance,SME,352,260.53,2021,4,0-5 years,Netherlands,Europe
COMP-02310,Finance,SME,352,260.53,2021,5,0-5 years,Netherlands,Europe
COMP-02311,Consulting,Enterprise,16525,9636.74,1999,24,16-30 years,Chile,South America
COMP-02311,Consulting,Enterprise,16525,9636.74,1999,25,16-30 years,Chile,South America
COMP-02311,Consulting,Enterprise,16525,9636.74,1999,26,16-30 years,Chile,South America
COMP-02311,Consulting,Enterprise,16525,9636.74,1999,27,16-30 years,Chile,South America
COMP-02312,Logistics,SME,666,477.77,2006,17,16-30 years,Netherlands,Europe
COMP-02312,Logistics,SME,666,477.77,2006,18,16-30 years,Netherlands,Europe
COMP-02312,Logistics,SME,666,477.77,2006,19,16-30 years,Netherlands,Europe
COMP-02312,Logistics,SME,666,477.77,2006,20,16-30 years,Netherlands,Europe
COMP-02313,Finance,Startup,77,37.56,2012,11,6-15 years,India,Asia
COMP-02313,Finance,Startup,77,37.56,2012,12,6-15 years,India,Asia
COMP-02313,Finance,Startup,77,37.56,2012,13,6-15 years,India,Asia
COMP-02313,Finance,Startup,77,37.56,2012,14,6-15 years,India,Asia
COMP-02314,Manufacturing,SME,511,298.5,2015,8,6-15 years,China,Asia
COMP-02314,Manufacturing,SME,511,298.5,2015,9,6-15 years,China,Asia
COMP-02314,Manufacturing,SME,511,298.5,2015,10,6-15 years,China,Asia
COMP-02314,Manufacturing,SME,511,298.5,2015,11,6-15 years,China,Asia
COMP-02315,Finance,SME,794,195.31,2018,5,0-5 years,Canada,North America
COMP-02315,Finance,SME,794,195.31,2018,6,6-15 years,Canada,North America
COMP-02315,Finance,SME,794,195.31,2018,7,6-15 years,Canada,North America
COMP-02315,Finance,SME,794,195.31,2018,8,6-15 years,Canada,North America
COMP-02316,Education,Enterprise,3249,2384.54,1994,29,16-30 years,France,Europe
COMP-02316,Education,Enterprise,3249,2384.54,1994,30,16-30 years,France,Europe
COMP-02316,Education,Enterprise,3249,2384.54,1994,31,30+ years,France,Europe
COMP-02316,Education,Enterprise,3249,2384.54,1994,32,30+ years,France,Europe
COMP-02317,Healthcare,SME,469,126.62,1992,31,30+ years,Netherlands,Europe
COMP-02317,Healthcare,SME,469,126.62,1992,32,30+ years,Netherlands,Europe
COMP-02317,Healthcare,SME,469,126.62,1992,33,30+ years,Netherlands,Europe
COMP-02317,Healthcare,SME,469,126.62,1992,34,30+ years,Netherlands,Europe
COMP-02318,Manufacturing,Startup,11,27.66,2009,14,6-15 years,USA,North America
COMP-02318,Manufacturing,Startup,11,27.66,2009,15,6-15 years,USA,North America
COMP-02318,Manufacturing,Startup,11,27.66,2009,16,16-30 years,USA,North America
COMP-02318,Manufacturing,Startup,11,27.66,2009,17,16-30 years,USA,North America
COMP-02319,Retail,SME,452,338.38,2000,23,16-30 years,France,Europe
COMP-02319,Retail,SME,452,338.38,2000,24,16-30 years,France,Europe
COMP-02319,Retail,SME,452,338.38,2000,25,16-30 years,France,Europe
COMP-02319,Retail,SME,452,338.38,2000,26,16-30 years,France,Europe
COMP-02320,Consulting,Enterprise,11456,6765.16,1998,25,16-30 years,France,Europe
COMP-02320,Consulting,Enterprise,11456,6765.16,1998,26,16-30 years,France,Europe
COMP-02320,Consulting,Enterprise,11456,6765.16,1998,27,16-30 years,France,Europe
COMP-02320,Consulting,Enterprise,11456,6765.16,1998,28,16-30 years,France,Europe
COMP-02321,Technology,SME,553,337.07,2008,15,6-15 years,Vietnam,Asia
COMP-02321,Technology,SME,553,337.07,2008,16,16-30 years,Vietnam,Asia
COMP-02321,Technology,SME,553,337.07,2008,17,16-30 years,Vietnam,Asia
COMP-02321,Technology,SME,553,337.07,2008,18,16-30 years,Vietnam,Asia
COMP-02322,Healthcare,SME,966,419.21,2006,17,16-30 years,Indonesia,Asia
COMP-02322,Healthcare,SME,966,419.21,2006,18,16-30 years,Indonesia,Asia
COMP-02322,Healthcare,SME,966,419.21,2006,19,16-30 years,Indonesia,Asia
COMP-02322,Healthcare,SME,966,419.21,2006,20,16-30 years,Indonesia,Asia
COMP-02323,Logistics,Enterprise,9556,3213.45,1996,27,16-30 years,South Africa,Africa
COMP-02323,Logistics,Enterprise,9556,3213.45,1996,28,16-30 years,South Africa,Africa
COMP-02323,Logistics,Enterprise,9556,3213.45,1996,29,16-30 years,South Africa,Africa
COMP-02323,Logistics,Enterprise,9556,3213.45,1996,30,16-30 years,South Africa,Africa
COMP-02324,Consulting,SME,161,84.24,2009,14,6-15 years,France,Europe
COMP-02324,Consulting,SME,161,84.24,2009,15,6-15 years,France,Europe
COMP-02324,Consulting,SME,161,84.24,2009,16,16-30 years,France,Europe
COMP-02324,Consulting,SME,161,84.24,2009,17,16-30 years,France,Europe
COMP-02325,Agriculture,SME,102,295.72,2004,19,16-30 years,New Zealand,Oceania
COMP-02325,Agriculture,SME,102,295.72,2004,20,16-30 years,New Zealand,Oceania
COMP-02325,Agriculture,SME,102,295.72,2004,21,16-30 years,New Zealand,Oceania
COMP-02325,Agriculture,SME,102,295.72,2004,22,16-30 years,New Zealand,Oceania
COMP-02326,Retail,SME,614,243.2,2020,3,0-5 years,Colombia,South America
COMP-02326,Retail,SME,614,243.2,2020,4,0-5 years,Colombia,South America
COMP-02326,Retail,SME,614,243.2,2020,5,0-5 years,Colombia,South America
COMP-02326,Retail,SME,614,243.2,2020,6,6-15 years,Colombia,South America
COMP-02327,Retail,Startup,35,34.13,1998,25,16-30 years,Argentina,South America
COMP-02327,Retail,Startup,35,34.13,1998,26,16-30 years,Argentina,South America
COMP-02327,Retail,Startup,35,34.13,1998,27,16-30 years,Argentina,South America
COMP-02327,Retail,Startup,35,34.13,1998,28,16-30 years,Argentina,South America
COMP-02328,Manufacturing,Startup,78,16.23,1990,33,30+ years,Japan,Asia
COMP-02328,Manufacturing,Startup,78,16.23,1990,34,30+ years,Japan,Asia
COMP-02328,Manufacturing,Startup,78,16.23,1990,35,30+ years,Japan,Asia
COMP-02328,Manufacturing,Startup,78,16.23,1990,36,30+ years,Japan,Asia
COMP-02329,Manufacturing,Startup,98,41.76,1993,30,16-30 years,China,Asia
COMP-02329,Manufacturing,Startup,98,41.76,1993,31,30+ years,China,Asia
COMP-02329,Manufacturing,Startup,98,41.76,1993,32,30+ years,China,Asia
COMP-02329,Manufacturing,Startup,98,41.76,1993,33,30+ years,China,Asia
COMP-02330,Technology,Startup,36,41.59,1992,31,30+ years,Brazil,South America
COMP-02330,Technology,Startup,36,41.59,1992,32,30+ years,Brazil,South America
COMP-02330,Technology,Startup,36,41.59,1992,33,30+ years,Brazil,South America
COMP-02330,Technology,Startup,36,41.59,1992,34,30+ years,Brazil,South America
COMP-02331,Finance,SME,785,306.75,2020,3,0-5 years,Nigeria,Africa
COMP-02331,Finance,SME,785,306.75,2020,4,0-5 years,Nigeria,Africa
COMP-02331,Finance,SME,785,306.75,2020,5,0-5 years,Nigeria,Africa
COMP-02331,Finance,SME,785,306.75,2020,6,6-15 years,Nigeria,Africa
COMP-02332,Consulting,Startup,76,34.66,2008,15,6-15 years,USA,North America
COMP-02332,Consulting,Startup,76,34.66,2008,16,16-30 years,USA,North America
COMP-02332,Consulting,Startup,76,34.66,2008,17,16-30 years,USA,North America
COMP-02332,Consulting,Startup,76,34.66,2008,18,16-30 years,USA,North America
COMP-02333,Technology,Enterprise,16074,6038.68,1994,29,16-30 years,Argentina,South America
COMP-02333,Technology,Enterprise,16074,6038.68,1994,30,16-30 years,Argentina,South America
COMP-02333,Technology,Enterprise,16074,6038.68,1994,31,30+ years,Argentina,South America
COMP-02333,Technology,Enterprise,16074,6038.68,1994,32,30+ years,Argentina,South America
COMP-02334,Education,Startup,60,2.15,2013,10,6-15 years,Vietnam,Asia
COMP-02334,Education,Startup,60,2.15,2013,11,6-15 years,Vietnam,Asia
COMP-02334,Education,Startup,60,2.15,2013,12,6-15 years,Vietnam,Asia
COMP-02334,Education,Startup,60,2.15,2013,13,6-15 years,Vietnam,Asia
COMP-02335,Healthcare,SME,390,459.86,1993,30,16-30 years,Malaysia,Asia
COMP-02335,Healthcare,SME,390,459.86,1993,31,30+ years,Malaysia,Asia
COMP-02335,Healthcare,SME,390,459.86,1993,32,30+ years,Malaysia,Asia
COMP-02335,Healthcare,SME,390,459.86,1993,33,30+ years,Malaysia,Asia
COMP-02336,Manufacturing,Enterprise,4765,4788.37,2001,22,16-30 years,New Zealand,Oceania
COMP-02336,Manufacturing,Enterprise,4765,4788.37,2001,23,16-30 years,New Zealand,Oceania
COMP-02336,Manufacturing,Enterprise,4765,4788.37,2001,24,16-30 years,New Zealand,Oceania
COMP-02336,Manufacturing,Enterprise,4765,4788.37,2001,25,16-30 years,New Zealand,Oceania
COMP-02337,Education,SME,110,450.64,2001,22,16-30 years,Chile,South America
COMP-02337,Education,SME,110,450.64,2001,23,16-30 years,Chile,South America
COMP-02337,Education,SME,110,450.64,2001,24,16-30 years,Chile,South America
COMP-02337,Education,SME,110,450.64,2001,25,16-30 years,Chile,South America
COMP-02338,Logistics,Startup,12,7.01,2017,6,6-15 years,China,Asia
COMP-02338,Logistics,Startup,12,7.01,2017,7,6-15 years,China,Asia
COMP-02338,Logistics,Startup,12,7.01,2017,8,6-15 years,China,Asia
COMP-02338,Logistics,Startup,12,7.01,2017,9,6-15 years,China,Asia
COMP-02339,Technology,Startup,32,23.25,2013,10,6-15 years,Poland,Europe
COMP-02339,Technology,Startup,32,23.25,2013,11,6-15 years,Poland,Europe
COMP-02339,Technology,Startup,32,23.25,2013,12,6-15 years,Poland,Europe
COMP-02339,Technology,Startup,32,23.25,2013,13,6-15 years,Poland,Europe
COMP-02340,Consulting,Enterprise,16739,1701.56,2002,21,16-30 years,Germany,Europe
COMP-02340,Consulting,Enterprise,16739,1701.56,2002,22,16-30 years,Germany,Europe
COMP-02340,Consulting,Enterprise,16739,1701.56,2002,23,16-30 years,Germany,Europe
COMP-02340,Consulting,Enterprise,16739,1701.56,2002,24,16-30 years,Germany,Europe
COMP-02341,Finance,Enterprise,15677,7137.04,2011,12,6-15 years,Colombia,South America
COMP-02341,Finance,Enterprise,15677,7137.04,2011,13,6-15 years,Colombia,South America
COMP-02341,Finance,Enterprise,15677,7137.04,2011,14,6-15 years,Colombia,South America
COMP-02341,Finance,Enterprise,15677,7137.04,2011,15,6-15 years,Colombia,South America
COMP-02342,Consulting,Enterprise,1158,5147.37,2010,13,6-15 years,Poland,Europe
COMP-02342,Consulting,Enterprise,1158,5147.37,2010,14,6-15 years,Poland,Europe
COMP-02342,Consulting,Enterprise,1158,5147.37,2010,15,6-15 years,Poland,Europe
COMP-02342,Consulting,Enterprise,1158,5147.37,2010,16,16-30 years,Poland,Europe
COMP-02343,Finance,SME,625,188.44,2012,11,6-15 years,Australia,Oceania
COMP-02343,Finance,SME,625,188.44,2012,12,6-15 years,Australia,Oceania
COMP-02343,Finance,SME,625,188.44,2012,13,6-15 years,Australia,Oceania
COMP-02343,Finance,SME,625,188.44,2012,14,6-15 years,Australia,Oceania
COMP-02344,Retail,Enterprise,7574,8168.32,2015,8,6-15 years,France,Europe
COMP-02344,Retail,Enterprise,7574,8168.32,2015,9,6-15 years,France,Europe
COMP-02344,Retail,Enterprise,7574,8168.32,2015,10,6-15 years,France,Europe
COMP-02344,Retail,Enterprise,7574,8168.32,2015,11,6-15 years,France,Europe
COMP-02345,Logistics,SME,311,210.62,2016,7,6-15 years,France,Europe
COMP-02345,Logistics,SME,311,210.62,2016,8,6-15 years,France,Europe
COMP-02345,Logistics,SME,311,210.62,2016,9,6-15 years,France,Europe
COMP-02345,Logistics,SME,311,210.62,2016,10,6-15 years,France,Europe
COMP-02346,Finance,SME,314,397.52,1992,31,30+ years,Egypt,Africa
COMP-02346,Finance,SME,314,397.52,1992,32,30+ years,Egypt,Africa
COMP-02346,Finance,SME,314,397.52,1992,33,30+ years,Egypt,Africa
COMP-02346,Finance,SME,314,397.52,1992,34,30+ years,Egypt,Africa
COMP-02347,Manufacturing,Startup,19,32.03,2005,18,16-30 years,New Zealand,Oceania
COMP-02347,Manufacturing,Startup,19,32.03,2005,19,16-30 years,New Zealand,Oceania
COMP-02347,Manufacturing,Startup,19,32.03,2005,20,16-30 years,New Zealand,Oceania
COMP-02347,Manufacturing,Startup,19,32.03,2005,21,16-30 years,New Zealand,Oceania
COMP-02348,Consulting,SME,787,176.06,2003,20,16-30 years,Germany,Europe
COMP-02348,Consulting,SME,787,176.06,2003,21,16-30 years,Germany,Europe
COMP-02348,Consulting,SME,787,176.06,2003,22,16-30 years,Germany,Europe
COMP-02348,Consulting,SME,787,176.06,2003,23,16-30 years,Germany,Europe
COMP-02349,Technology,SME,149,189.39,1994,29,16-30 years,Italy,Europe
COMP-02349,Technology,SME,149,189.39,1994,30,16-30 years,Italy,Europe
COMP-02349,Technology,SME,149,189.39,1994,31,30+ years,Italy,Europe
COMP-02349,Technology,SME,149,189.39,1994,32,30+ years,Italy,Europe
COMP-02350,Retail,SME,945,373.76,1993,30,16-30 years,Chile,South America
COMP-02350,Retail,SME,945,373.76,1993,31,30+ years,Chile,South America
COMP-02350,Retail,SME,945,373.76,1993,32,30+ years,Chile,South America
COMP-02350,Retail,SME,945,373.76,1993,33,30+ years,Chile,South America
COMP-02351,Manufacturing,Enterprise,3019,6624.39,2006,17,16-30 years,Sweden,Europe
COMP-02351,Manufacturing,Enterprise,3019,6624.39,2006,18,16-30 years,Sweden,Europe
COMP-02351,Manufacturing,Enterprise,3019,6624.39,2006,19,16-30 years,Sweden,Europe
COMP-02351,Manufacturing,Enterprise,3019,6624.39,2006,20,16-30 years,Sweden,Europe
COMP-02352,Finance,SME,851,417.12,1999,24,16-30 years,Thailand,Asia
COMP-02352,Finance,SME,851,417.12,1999,25,16-30 years,Thailand,Asia
COMP-02352,Finance,SME,851,417.12,1999,26,16-30 years,Thailand,Asia
COMP-02352,Finance,SME,851,417.12,1999,27,16-30 years,Thailand,Asia
COMP-02353,Retail,Enterprise,19664,7456.86,2003,20,16-30 years,Poland,Europe
COMP-02353,Retail,Enterprise,19664,7456.86,2003,21,16-30 years,Poland,Europe
COMP-02353,Retail,Enterprise,19664,7456.86,2003,22,16-30 years,Poland,Europe
COMP-02353,Retail,Enterprise,19664,7456.86,2003,23,16-30 years,Poland,Europe
COMP-02354,Logistics,Startup,22,27.89,2007,16,16-30 years,Thailand,Asia
COMP-02354,Logistics,Startup,22,27.89,2007,17,16-30 years,Thailand,Asia
COMP-02354,Logistics,Startup,22,27.89,2007,18,16-30 years,Thailand,Asia
COMP-02354,Logistics,Startup,22,27.89,2007,19,16-30 years,Thailand,Asia
COMP-02355,Agriculture,Startup,42,28.69,2004,19,16-30 years,Nigeria,Africa
COMP-02355,Agriculture,Startup,42,28.69,2004,20,16-30 years,Nigeria,Africa
COMP-02355,Agriculture,Startup,42,28.69,2004,21,16-30 years,Nigeria,Africa
COMP-02355,Agriculture,Startup,42,28.69,2004,22,16-30 years,Nigeria,Africa
COMP-02356,Technology,Startup,79,40.27,2001,22,16-30 years,Brazil,South America
COMP-02356,Technology,Startup,79,40.27,2001,23,16-30 years,Brazil,South America
COMP-02356,Technology,Startup,79,40.27,2001,24,16-30 years,Brazil,South America
COMP-02356,Technology,Startup,79,40.27,2001,25,16-30 years,Brazil,South America
COMP-02357,Logistics,SME,583,61.87,2022,1,0-5 years,Brazil,South America
COMP-02357,Logistics,SME,583,61.87,2022,2,0-5 years,Brazil,South America
COMP-02357,Logistics,SME,583,61.87,2022,3,0-5 years,Brazil,South America
COMP-02357,Logistics,SME,583,61.87,2022,4,0-5 years,Brazil,South America
COMP-02358,Education,Startup,81,4.14,2021,2,0-5 years,Netherlands,Europe
COMP-02358,Education,Startup,81,4.14,2021,3,0-5 years,Netherlands,Europe
COMP-02358,Education,Startup,81,4.14,2021,4,0-5 years,Netherlands,Europe
COMP-02358,Education,Startup,81,4.14,2021,5,0-5 years,Netherlands,Europe
COMP-02359,Retail,SME,483,163.59,2001,22,16-30 years,Spain,Europe
COMP-02359,Retail,SME,483,163.59,2001,23,16-30 years,Spain,Europe
COMP-02359,Retail,SME,483,163.59,2001,24,16-30 years,Spain,Europe
COMP-02359,Retail,SME,483,163.59,2001,25,16-30 years,Spain,Europe
COMP-02360,Technology,SME,679,169.19,2021,2,0-5 years,Indonesia,Asia
COMP-02360,Technology,SME,679,169.19,2021,3,0-5 years,Indonesia,Asia
COMP-02360,Technology,SME,679,169.19,2021,4,0-5 years,Indonesia,Asia
COMP-02360,Technology,SME,679,169.19,2021,5,0-5 years,Indonesia,Asia
COMP-02361,Consulting,Startup,20,28.2,2013,10,6-15 years,Colombia,South America
COMP-02361,Consulting,Startup,20,28.2,2013,11,6-15 years,Colombia,South America
COMP-02361,Consulting,Startup,20,28.2,2013,12,6-15 years,Colombia,South America
COMP-02361,Consulting,Startup,20,28.2,2013,13,6-15 years,Colombia,South America
COMP-02362,Healthcare,SME,638,162.44,2016,7,6-15 years,South Korea,Asia
COMP-02362,Healthcare,SME,638,162.44,2016,8,6-15 years,South Korea,Asia
COMP-02362,Healthcare,SME,638,162.44,2016,9,6-15 years,South Korea,Asia
COMP-02362,Healthcare,SME,638,162.44,2016,10,6-15 years,South Korea,Asia
COMP-02363,Logistics,SME,953,274.49,1994,29,16-30 years,Indonesia,Asia
COMP-02363,Logistics,SME,953,274.49,1994,30,16-30 years,Indonesia,Asia
COMP-02363,Logistics,SME,953,274.49,1994,31,30+ years,Indonesia,Asia
COMP-02363,Logistics,SME,953,274.49,1994,32,30+ years,Indonesia,Asia
COMP-02364,Consulting,Enterprise,9784,9785.01,1996,27,16-30 years,China,Asia
COMP-02364,Consulting,Enterprise,9784,9785.01,1996,28,16-30 years,China,Asia
COMP-02364,Consulting,Enterprise,9784,9785.01,1996,29,16-30 years,China,Asia
COMP-02364,Consulting,Enterprise,9784,9785.01,1996,30,16-30 years,China,Asia
COMP-02365,Manufacturing,SME,405,201.97,2004,19,16-30 years,Egypt,Africa
COMP-02365,Manufacturing,SME,405,201.97,2004,20,16-30 years,Egypt,Africa
COMP-02365,Manufacturing,SME,405,201.97,2004,21,16-30 years,Egypt,Africa
COMP-02365,Manufacturing,SME,405,201.97,2004,22,16-30 years,Egypt,Africa
